GeneID	SB1	SB2	CB1	CB2	G1	G2	GBE1	GBE2	DC1	DC2
MDOA011549	312	1008	1773	922	1758	1075	1551	762	1776	845
MDOA002417	1103	2353	2105	1445	669	540	1080	854	1088	547
MDOA005916	482	318	1549	432	3148	417	3151	791	1130	375
MDOA014772	1014	1917	1410	987	1423	539	2178	405	1745	178
MDOA014263	1528	1535	1033	405	447	74	694	202	4368	1515
MDOA002983	795	637	1303	835	1611	1294	3097	934	812	492
MDOA000690	301	1187	2126	1477	1963	1682	1618	931	208	322
MDOA001806	474	1178	2144	1289	1007	1567	1332	1449	455	940
MDOA006063	12	38	36	20	29	13	68	22	10847	764
MDOA014801	849	1126	509	234	981	332	1418	2026	3006	1374
MDOA014804	551	1429	1963	1722	1073	578	972	1536	1100	934
MDOA015142	1684	1639	3092	525	949	247	920	112	2601	92
MDOA014733	499	628	3249	819	2652	925	2081	413	458	143
MDOA008970	9	17	3697	1738	1989	1856	1132	670	526	239
MDOA010122	776	1574	1578	910	2311	945	1800	1184	602	195
MDOA010846	725	997	2378	402	1605	640	2020	829	1734	547
MDOA010359	878	1107	2822	1255	1625	1076	1271	279	1296	284
MDOA009522	952	2727	1394	1343	1395	972	1672	934	283	222
MDOA010663	773	1827	1841	505	2129	401	2534	314	1466	113
MDOA003536	594	602	2196	577	2466	441	3263	761	425	582
MDOA008468	1348	1250	2874	580	1677	461	2197	344	1073	104
MDOA009335	131	497	635	678	1307	828	1602	1752	1949	2537
MDOA007888	26	1625	491	2417	470	2455	415	2855	159	1008
MDOA012568	680	3349	321	280	502	431	719	1099	2576	1966
MDOA010219	498	1157	2334	958	1744	770	1803	652	1602	406
MDOA003297	194	459	200	458	68	76	58	102	3929	6382
MDOA015458	451	666	2365	600	2894	821	2740	856	197	353
MDOA004155	199	620	1255	889	2123	745	2316	1225	2006	568
MDOA010459	1059	1866	2099	1286	1321	666	1645	931	614	476
MDOA008042	2	7	40	5	147	38	226	232	9767	1504
MDOA012561	1578	2502	3032	986	899	303	977	299	1191	219
MDOA007619	1305	3085	977	861	1236	650	1337	825	1267	447
MDOA012404	411	623	1292	809	1122	709	1213	683	3818	1311
MDOA012572	3	9	88	17	208	186	615	2002	5858	3015
MDOA004945	380	825	2636	1058	1906	682	2146	959	975	438
MDOA003459	1075	1620	798	426	522	103	742	1099	4324	1302
MDOA010850	718	1439	1607	904	1758	802	2134	924	1356	389
MDOA001919	461	1617	1016	1466	689	650	677	1461	1594	2402
MDOA006810	1330	5271	662	852	624	384	562	674	926	759
MDOA000135	531	302	1555	100	4083	141	4170	90	1009	69
MDOA012344	299	284	2005	198	2357	324	2618	221	3652	93
MDOA013421	901	1908	751	2019	1262	1117	1406	1104	348	1242
MDOA011887	575	995	1988	1054	1830	619	2061	1024	1279	634
MDOA015529	2133	5326	1482	1675	126	131	178	44	856	113
MDOA004547	1253	1281	3036	795	1635	376	2197	255	1121	117
MDOA006098	609	2612	584	1211	633	619	1014	1307	2284	1202
MDOA007327	2110	1036	1888	488	681	203	1333	459	3498	380
MDOA004462	145	1189	1317	1240	832	660	444	506	4029	1716
MDOA014225	620	2681	1976	1305	1017	1006	1060	1107	720	589
MDOA006891	22	34	48	7	218	163	305	173	8385	2728
MDOA001422	788	727	2008	1575	1135	684	1581	841	1587	1158
MDOA001234	1228	1545	2741	512	1869	203	2065	194	1686	63
MDOA003664	2396	2323	4675	850	787	132	907	43	8	2
MDOA013793	12	14	145	631	1225	947	1971	3452	1208	2532
MDOA011841	1415	6985	710	959	210	230	230	207	927	265
MDOA014298	9	2	2789	1576	1994	835	3443	1467	10	18
MDOA009661	981	1571	2339	391	2487	1098	2749	424	86	20
MDOA014390	761	851	1137	1220	1443	706	1466	997	2466	1109
MDOA004749	19	20	75	14	381	75	1087	445	9112	929
MDOA009683	9	9	98	52	1373	386	2695	3794	1953	1789
MDOA002101	267	2573	139	3956	214	1225	127	769	445	2448
MDOA010590	315	2423	554	1806	424	827	615	2802	459	1940
MDOA012232	392	715	1155	425	2904	609	3493	1156	895	426
MDOA011267	413	1706	1004	1617	1278	1012	1742	1639	913	858
MDOA005024	824	1883	1857	903	1655	893	2189	902	803	274
MDOA003938	374	1166	2836	1003	2408	740	2409	374	727	160
MDOA013108	878	5989	446	2093	277	272	477	551	652	572
MDOA009888	4	11	28	8	186	106	171	260	9792	1642
MDOA006737	728	1644	2139	1511	1434	685	1179	893	1205	793
MDOA004295	1569	2441	3212	1821	698	574	649	167	834	249
MDOA012040	1221	1877	2699	805	1823	530	2072	315	659	227
MDOA006929	530	1212	1375	1525	1088	981	1153	826	2089	1458
MDOA004929	15	40	529	307	1820	1502	3005	2199	1519	1313
MDOA012128	942	2766	1028	1194	1155	733	1330	1063	1447	607
MDOA000522	445	1772	1923	1737	1412	1207	1408	1210	602	552
MDOA007360	508	1942	1413	837	1160	1279	1210	2212	845	880
MDOA006529	142	773	2838	1451	2013	1371	1752	1192	353	403
MDOA011262	975	1928	3535	1058	1524	385	1300	303	1013	274
MDOA007307	545	2670	2058	1751	901	696	576	263	1738	1099
MDOA014694	847	1427	3260	540	1193	178	1830	276	2524	229
MDOA014969	1455	1459	2252	790	2398	486	2773	108	587	16
MDOA013380	1001	764	429	50	1027	88	1689	210	6963	105
MDOA011316	990	1467	2490	831	1540	597	1546	446	1741	682
MDOA009036	320	730	3285	543	2723	601	2387	255	911	578
MDOA008380	79	151	1549	265	2858	795	3401	1123	1671	446
MDOA007931	398	1768	2201	1547	1611	1233	1267	792	973	553
MDOA010380	1024	2102	422	270	310	205	321	440	5494	1778
MDOA003680	17	30	36	26	101	41	247	560	8857	2458
MDOA004862	696	1457	2156	1165	1390	1015	1489	1144	1250	626
MDOA009213	1024	554	2579	983	2354	798	2075	817	824	382
MDOA001164	478	1331	823	1026	98	131	130	1835	3129	3418
MDOA005815	1208	1229	2254	694	593	154	818	212	4674	565
MDOA010786	307	286	1104	175	405	98	498	98	8825	621
MDOA011050	772	501	3355	741	2527	570	2775	414	598	170
MDOA011760	699	1798	3440	1856	1025	1140	1244	350	713	162
MDOA008376	1387	3357	2060	1454	663	305	600	463	1647	500
MDOA007304	682	1101	5809	1456	1730	525	875	223	17	25
MDOA012932	444	1653	1350	1055	1177	843	1528	1171	2074	1166
MDOA002617	1644	4589	854	528	1106	543	1158	632	1041	376
MDOA005904	16	43	69	169	25	37	29	129	8919	3042
MDOA013101	874	1555	4492	1600	1030	519	931	384	900	196
MDOA004951	9	22	301	91	262	435	370	1159	5483	4355
MDOA002782	644	2483	1401	1943	1694	874	2163	972	172	152
MDOA014480	1173	1150	2512	668	2146	463	2654	429	1157	152
MDOA008562	991	1555	3618	413	2218	515	2218	216	669	95
MDOA009251	808	746	2866	668	3105	854	2954	392	77	44
MDOA007558	767	1628	1712	1779	1296	1544	1281	1171	496	844
MDOA003646	997	1282	4607	789	2062	448	1794	94	421	26
MDOA003629	877	1645	3731	2188	719	533	832	274	1454	268
MDOA014978	616	723	2398	1024	1903	909	2091	971	1210	677
MDOA004848	886	1127	3385	1268	1227	1192	1955	413	614	464
MDOA012835	512	1910	1189	1694	1276	928	1627	1023	1657	717
MDOA014376	1188	1416	2634	1106	1316	712	2199	845	789	332
MDOA004774	739	2568	1180	1194	844	596	1018	2512	836	1051
MDOA014548	894	1140	3678	715	2124	1041	1774	334	764	76
MDOA012273	367	895	1571	995	2108	1238	2207	2035	424	718
MDOA010387	599	1540	2357	1720	811	536	656	613	1864	1874
MDOA015315	313	264	2104	348	2344	379	2118	264	4211	225
MDOA001465	469	2104	362	287	769	806	896	2210	2323	2346
MDOA001813	460	1353	2974	1279	2230	1142	1772	685	501	184
MDOA011645	934	2208	983	806	1044	494	1358	645	3275	842
MDOA013723	32	73	222	80	139	105	84	146	8455	3257
MDOA006986	597	620	2276	186	3463	610	3100	419	1252	72
MDOA005708	774	1741	1714	1521	1991	895	1928	920	692	430
MDOA014818	1352	701	2327	200	1406	178	2248	112	3975	107
MDOA006187	285	1036	1381	1079	1289	452	850	1118	2607	2513
MDOA002099	1144	786	2638	313	2627	246	3433	54	1369	7
MDOA005470	699	1676	1829	981	1759	781	1501	1101	1735	562
MDOA003565	592	1581	2499	1249	1876	931	1313	522	1518	550
MDOA013253	704	2084	2001	809	1435	590	1775	673	2218	351
MDOA009587	1527	3384	1942	3836	479	326	664	368	61	55
MDOA003639	1208	1792	652	1556	584	735	877	2558	675	2012
MDOA001045	1815	3909	1752	1131	443	333	887	250	1745	396
MDOA001327	903	1739	1823	2473	1407	827	1688	702	319	781
MDOA004266	698	1568	3394	1721	1962	1201	1562	317	189	62
MDOA009769	365	901	1397	905	538	326	391	115	6044	1693
MDOA003121	807	2473	1384	819	1062	459	1374	1432	1789	1085
MDOA002270	2079	4941	2173	1387	574	292	517	171	438	118
MDOA012685	201	318	74	32	8	6	16	16	10630	1396
MDOA004319	1426	5276	1023	2104	225	125	366	373	1030	756
MDOA001488	1178	2634	1709	1448	1345	974	1519	705	926	275
MDOA008335	634	2358	2423	1742	1133	504	976	1081	1148	722
MDOA002021	1171	834	2234	611	2547	528	3602	495	583	121
MDOA002446	704	883	3456	1040	2484	633	2493	325	625	93
MDOA010746	712	1985	878	727	1635	810	1639	1052	2244	1058
MDOA014345	966	1094	3481	1203	1244	615	761	520	2069	788
MDOA012337	1183	3138	2477	2260	880	368	842	475	866	263
MDOA014543	1639	4963	2179	2532	458	151	424	150	205	55
MDOA013544	1214	2542	2480	747	1208	377	1001	408	2385	398
MDOA011204	1000	1334	929	682	628	153	847	101	6754	336
MDOA007183	3879	5375	1303	331	478	162	469	152	558	66
MDOA007452	627	2509	1305	1877	944	723	1313	1841	1182	455
MDOA010195	1652	2419	1607	650	1335	243	1562	365	2730	214
MDOA012002	678	298	1843	44	3775	211	5245	99	574	12
MDOA008381	662	1032	3375	1070	2490	721	2030	331	960	117
MDOA015333	642	770	2575	674	1676	588	2305	677	2249	645
MDOA011800	755	2005	4947	1198	1056	768	626	177	1123	153
MDOA002668	1005	2105	2677	1311	1121	324	1205	633	1914	515
MDOA000559	513	952	2794	670	2515	600	2151	276	2202	147
MDOA000189	439	2035	1874	2156	1771	1501	1517	1127	216	218
MDOA003683	659	927	2826	1304	1877	1303	1714	969	790	487
MDOA008110	980	2497	1839	933	1865	622	1759	585	1552	230
MDOA005381	5	32	7	47	67	250	436	5745	1248	5026
MDOA010010	763	3981	2162	1970	604	776	569	193	1265	602
MDOA013776	16	24	65	20	100	74	124	659	6764	5040
MDOA004078	572	1644	515	470	1125	666	2036	1535	2939	1385
MDOA005548	1446	2678	2823	871	1639	654	1754	243	681	100
MDOA009362	1720	3422	1203	802	1512	364	1801	633	1035	404
MDOA006879	570	438	1576	267	1032	233	1854	167	6331	431
MDOA002611	794	1369	1658	553	606	222	761	598	4486	1855
MDOA001189	178	269	510	714	947	636	1295	856	5183	2315
MDOA013433	2119	4168	1957	2218	353	282	368	190	1056	193
MDOA011944	583	1939	1087	649	1238	727	1561	1182	2799	1143
MDOA009159	1099	1836	4158	1039	1067	413	944	165	2014	175
MDOA012221	398	861	1602	804	2465	1068	2287	1891	857	678
MDOA003974	822	2129	2278	1449	1154	688	1494	658	1703	539
MDOA012939	718	2255	2138	1563	2215	1234	1675	793	135	189
MDOA001858	1089	2710	2064	4765	415	272	577	245	447	335
MDOA010000	876	2917	849	739	643	507	727	1720	2059	1891
MDOA009398	902	2281	2244	1176	1490	546	1523	512	1971	293
MDOA012092	820	2182	1482	977	2405	1022	2508	1203	195	144
MDOA014090	1196	2250	2525	1147	1492	1405	1285	416	752	497
MDOA004642	171	797	817	1284	691	1039	763	3675	746	2984
MDOA001579	415	2490	1380	1310	1153	1584	1345	2301	473	528
MDOA001191	104	303	314	210	989	611	1822	3222	2192	3215
MDOA001756	846	1830	3129	1603	1412	592	1223	676	1151	523
MDOA004701	1016	766	1711	561	2872	859	3360	796	682	379
MDOA006830	417	1249	2935	1421	2429	1682	2108	550	138	78
MDOA014251	740	1195	3392	1232	1849	618	1476	996	1020	492
MDOA012594	597	1353	1832	1069	2473	1193	2729	646	961	177
MDOA005737	928	1829	3229	1461	1889	981	1248	396	759	314
MDOA001426	768	2218	1793	1283	1240	474	2023	926	1671	646
MDOA009412	1261	1390	2256	1037	2029	688	3459	393	398	133
MDOA007671	1412	4405	2941	1598	618	529	415	630	272	229
MDOA010426	1515	1277	2004	146	1394	166	1768	576	3284	921
MDOA005326	958	5755	923	3161	161	347	124	107	393	1123
MDOA015112	66	64	440	179	693	142	651	325	9371	1124
MDOA014076	938	2483	1703	1915	856	450	1252	1038	1649	784
MDOA008258	1072	2415	1796	1765	1008	846	1033	1029	1406	701
MDOA013637	592	1130	2711	1256	1874	670	2005	514	2063	260
MDOA012846	850	1793	3430	1107	2371	924	2158	315	108	22
MDOA008906	41	89	354	279	721	436	931	1130	6216	2882
MDOA001261	499	619	2331	231	3380	505	4169	229	673	449
MDOA010188	736	2460	2487	1984	940	628	762	221	2410	465
MDOA009455	1507	2445	1703	1761	950	310	1189	536	1694	1022
MDOA007850	791	1324	2127	1320	1722	1120	1815	1050	1109	744
MDOA011195	1002	1509	2366	1797	1543	839	1346	1135	1159	430
MDOA002891	4	46	9	24	24	10	16	71	11216	1708
MDOA007915	2163	3792	1701	1531	545	345	1023	710	927	391
MDOA013458	62	226	1115	278	3080	2481	2592	2598	243	463
MDOA012306	104	1849	1234	1494	1113	2796	1166	1368	936	1079
MDOA012348	16	33	139	83	1103	988	1295	1522	4811	3164
MDOA012901	1355	5687	1815	3058	359	315	294	133	81	57
MDOA000557	60	33	569	141	2942	562	3784	1157	3279	630
MDOA010814	210	1182	1546	1221	1504	1710	1597	1544	1524	1122
MDOA011469	300	1638	1294	2005	1142	1706	1280	2143	559	1094
MDOA004317	2110	4761	2607	2328	400	197	417	26	292	28
MDOA007557	189	786	360	789	422	290	478	600	7605	1650
MDOA010957	1628	1915	523	368	1092	376	1452	744	4389	690
MDOA003533	626	637	3206	1721	2704	1268	1601	1052	130	243
MDOA007636	1320	2614	775	915	652	301	1234	1485	2687	1209
MDOA000091	869	764	4123	1270	1888	657	1320	285	1741	280
MDOA000626	5	17	13	6	155	44	120	62	11841	939
MDOA001693	242	1194	666	517	1179	938	1172	2529	2606	2159
MDOA002885	777	1349	2312	1372	1973	420	1858	570	2066	507
MDOA006478	33	94	110	15	691	75	1181	220	10267	525
MDOA013528	389	779	1346	1109	2123	1005	2433	1567	1616	850
MDOA013582	137	509	148	237	55	43	146	463	9056	2423
MDOA004688	405	469	1050	1562	2455	1028	1765	1629	1984	872
MDOA009420	1351	5404	1065	1565	958	664	1048	675	264	227
MDOA008450	987	2182	2006	1687	1473	425	2252	590	1383	242
MDOA012405	1311	580	951	89	1139	103	1580	202	6995	284
MDOA004220	1304	2387	1904	831	1631	707	1240	643	2091	507
MDOA006965	6	3	827	274	3071	1830	1871	1057	2356	1954
MDOA015423	347	690	2115	1003	2236	943	2132	1114	1868	803
MDOA013936	1071	2156	1051	384	1324	324	1790	421	4140	594
MDOA007060	536	4651	784	1916	573	617	727	1624	568	1264
MDOA015028	64	136	301	195	691	466	692	1564	6536	2623
MDOA002342	733	1077	4448	604	2145	318	2804	144	970	31
MDOA001399	931	761	4233	1054	2077	433	2423	272	957	140
MDOA002947	380	973	2183	1305	2447	1256	2648	1364	398	327
MDOA011649	1387	1561	839	428	464	130	403	211	6477	1386
MDOA009837	684	2110	1571	1533	1429	1849	1534	1903	340	347
MDOA005057	674	2636	1012	1340	888	701	1128	1306	2164	1460
MDOA004274	1805	2814	1399	712	427	297	522	125	4502	725
MDOA012661	1052	1965	2327	1815	1305	605	1443	776	1591	450
MDOA005724	1304	1965	2096	1510	2398	940	2172	527	335	88
MDOA004069	938	2835	1789	938	1231	746	1277	647	2147	793
MDOA000128	1171	1885	1219	763	1095	768	1157	877	3250	1164
MDOA002604	718	1322	2373	1087	2252	935	2183	767	1289	426
MDOA003883	942	3958	504	759	888	624	994	2057	1310	1340
MDOA003275	663	1778	425	482	2554	418	3642	875	1858	682
MDOA005676	867	1515	2851	863	1453	763	2384	375	1725	582
MDOA006571	417	869	1452	818	1657	983	1834	1811	1635	1903
MDOA004563	658	1856	1705	842	1907	1024	2167	1323	1341	557
MDOA013409	1788	1476	1205	815	2037	556	2387	496	2402	226
MDOA001901	2628	1490	2591	278	1742	280	1755	298	2210	121
MDOA010261	389	1577	2263	1896	1896	1881	1929	752	418	399
MDOA012995	760	1979	2569	1602	1327	1065	1593	1260	810	436
MDOA000667	753	1104	2625	501	2515	574	2784	633	1726	197
MDOA000176	20	7	86	106	245	357	265	4549	1261	6519
MDOA009979	136	206	801	379	645	667	1743	1378	5682	1779
MDOA008203	307	912	2393	614	1341	559	864	306	4638	1486
MDOA006312	1234	2895	2772	1949	827	352	797	282	1733	586
MDOA003577	772	2793	3951	2541	775	277	749	392	1007	176
MDOA012605	2071	5028	2335	1524	536	206	325	213	821	374
MDOA003350	508	1332	2748	1163	2675	1140	1801	725	917	430
MDOA003067	659	903	1713	690	2913	548	3488	300	1839	387
MDOA014472	45	187	171	206	1695	299	2230	2008	5508	1102
MDOA007562	1445	1905	2448	1451	1131	622	1211	654	1988	600
MDOA009915	1740	3433	3126	1663	981	470	847	330	689	177
MDOA011832	649	1127	2588	1567	2314	1109	2340	1144	363	259
MDOA014477	1966	2666	1385	889	1887	491	2246	751	908	285
MDOA012231	1089	3514	1713	2242	874	379	1151	733	1051	729
MDOA002022	860	1560	2067	1277	1445	1031	1160	566	2417	1095
MDOA002198	14	12	8	11	26	16	41	32	11250	2070
MDOA005331	931	1508	661	466	1284	366	1875	837	4433	1125
MDOA015463	1196	2172	1943	991	1936	550	2597	566	1189	347
MDOA003783	547	719	2605	835	1961	894	1569	765	2793	806
MDOA014124	1068	2415	2097	1004	1597	722	1508	563	2232	288
MDOA014608	970	3227	781	1336	472	975	491	1620	1533	2105
MDOA007253	539	1025	2963	920	2354	1080	2757	547	1199	136
MDOA001703	694	1349	2415	1546	1373	1453	1220	1037	1278	1158
MDOA010825	1281	1559	3464	328	2140	337	2480	173	1633	136
MDOA014704	1454	3780	1025	1733	236	159	408	695	2455	1586
MDOA006083	51	151	3121	926	3186	1520	3292	1127	46	123
MDOA014930	396	3320	578	829	554	922	746	3486	956	1776
MDOA002603	2077	1887	4027	1167	1521	398	1378	320	685	125
MDOA008678	1461	2873	725	286	515	292	845	1428	3042	2125
MDOA014439	239	482	2158	305	1510	427	2084	558	5164	678
MDOA003924	2	12	12	12	34	58	53	341	8413	4669
MDOA004125	1193	887	3406	1335	1604	703	1943	672	1505	368
MDOA012075	1867	3141	826	904	1192	339	1447	283	3109	510
MDOA000948	1745	3181	1685	941	1247	405	1380	404	2306	327
MDOA002899	1139	882	1301	1285	1304	1612	1253	2231	1161	1453
MDOA013737	659	1451	3560	1172	2267	723	1819	521	1172	297
MDOA000500	1852	3849	3550	2122	544	198	587	138	554	258
MDOA012878	11	7	301	32	3026	459	6006	387	3199	236
MDOA010729	1141	2719	1648	1013	1881	911	2070	662	1281	348
MDOA014738	326	506	986	386	3379	297	4605	662	2310	227
MDOA001642	1671	940	2254	469	2357	1036	3728	345	738	148
MDOA004839	1192	3933	600	1159	433	512	549	1254	2101	1958
MDOA006930	140	2110	671	2942	439	1002	272	3030	298	2796
MDOA012526	467	1583	1490	1166	963	736	1193	1481	3141	1483
MDOA009138	1059	2971	1947	1843	1241	648	1192	1235	884	686
MDOA008159	659	1577	777	447	610	203	719	567	5988	2161
MDOA009273	828	2415	3100	1665	824	526	1356	664	1747	594
MDOA002898	718	2754	1616	1536	944	784	1211	1317	2019	829
MDOA004024	733	2532	1102	1915	644	429	855	482	3685	1368
MDOA000319	405	1476	3822	1894	1748	1220	1267	471	992	453
MDOA009393	97	30	21	39	3	4	24	4	12770	760
MDOA012217	833	1715	1865	2468	1252	1694	1670	1228	452	577
MDOA002930	871	1543	3507	2069	1774	1485	1644	434	359	82
MDOA006245	225	1140	1280	1507	1258	2288	1330	2789	792	1161
MDOA011552	378	619	4859	1123	2890	699	2026	311	648	223
MDOA012212	818	2240	1402	1331	1589	866	2127	1673	1001	740
MDOA002926	446	2128	639	525	955	999	1156	2630	1914	2398
MDOA007330	644	1666	951	1718	879	597	1521	2163	1744	1913
MDOA014976	734	1019	1667	379	1770	343	2302	234	5084	271
MDOA005790	933	2309	3507	2150	1679	710	1315	586	338	277
MDOA004571	576	2471	2541	3206	1194	1139	895	1154	180	453
MDOA002877	879	1777	2967	1683	1904	845	1875	650	1013	220
MDOA000722	660	1335	2581	1109	1539	254	1047	417	4319	558
MDOA008934	1286	2712	2477	1444	1167	645	988	472	2232	399
MDOA004285	280	1804	1542	2709	1423	2079	1451	1332	386	817
MDOA003025	887	2362	1687	779	835	293	1018	527	4645	795
MDOA006395	542	1052	2129	1215	1155	382	1815	999	3698	854
MDOA015229	1525	2245	3377	578	2185	471	1820	358	1134	148
MDOA010545	803	620	2370	170	4432	408	4804	77	161	4
MDOA003427	640	1662	611	337	1264	655	1799	1773	3853	1263
MDOA006875	557	536	1181	1432	1532	807	1584	3063	1573	1596
MDOA012267	845	1497	2265	1254	2266	882	1832	904	1411	711
MDOA004532	896	904	2901	398	1734	371	2121	160	4331	53
MDOA000929	13	58	160	112	1442	464	2945	1077	5320	2286
MDOA000682	1149	3264	2347	1744	1379	784	1293	644	919	386
MDOA004491	1123	4406	2236	2423	824	638	797	400	806	260
MDOA015037	697	1126	2799	1088	2675	955	2625	998	680	270
MDOA001406	1070	1707	3349	1595	1463	842	1233	721	1381	576
MDOA005096	317	488	1730	588	1812	1209	2767	1852	2198	976
MDOA013622	708	1070	2991	989	1936	704	1662	528	2666	689
MDOA009511	1286	2495	1811	1320	884	513	1076	627	3055	886
MDOA011004	12	110	240	295	953	346	1343	2641	3618	4406
MDOA005199	691	1154	421	156	984	358	1639	1546	5756	1264
MDOA004614	1484	3430	1067	1368	1080	1207	1335	1252	754	1005
MDOA001961	561	1989	1941	2262	1496	1645	1340	962	900	888
MDOA012394	1045	3648	1293	1745	1625	886	1126	873	1054	689
MDOA005193	11	14	103	34	112	88	171	224	11451	1796
MDOA014285	603	2775	2185	2663	881	1279	612	590	1846	575
MDOA014854	1184	615	1770	1220	1000	706	1860	1297	2859	1517
MDOA005975	162	171	655	167	735	176	902	460	9569	1035
MDOA013430	422	1736	1537	1729	1601	713	1799	1374	2356	771
MDOA013710	1207	3884	1201	1021	405	246	492	1374	2456	1756
MDOA011732	912	4666	1333	1718	966	958	1071	881	926	613
MDOA010351	234	1567	2520	1279	2389	1490	1565	1603	775	624
MDOA009872	863	2825	3173	2124	1553	795	1343	437	754	238
MDOA003399	404	2592	1342	3565	886	807	732	1678	956	1177
MDOA013438	603	981	1550	1755	1268	1077	1009	2059	1502	2338
MDOA002664	711	2222	3049	2001	1249	966	1563	642	1268	472
MDOA009963	709	991	3320	1468	2165	1388	2039	932	781	360
